Name;Hostname;IPAddr;CPU;Mem(MB);OS;State;DataStore;DiskCount;Disks(GB);vLAN;IPAddr
app01;esxi11.demo.test;4;4096;Microsoft Windows Server 2003 (32-bit);POWERED OFF;DS-Shared01;1;40;MGMT_NET;192.168.216.31;WEB_NET;192.22.116.234;IPSTORAGE_NET;10.22.188.222
app02;esxi11.demo.test;2;4096;Microsoft Windows Server 2008 R2 (64-bit);POWERED ON;DS-Shared01;1;40;MGMT_NET;192.168.216.33;WEB_NET;192.22.116.33;IPSTORAGE_NET;10.22.188.221
app03;esxi07.demo.test;2;4096;Microsoft Windows Server 2008 R2 (64-bit);POWERED ON;DS-Shared02;1;40;MGMT_NET;192.168.217.3;IPSTORAGE_NET;10.22.188.18;WEB_NET;10.22.117.3
app04;esxi06.demo.test;2;6144;Red Hat Enterprise Linux 6 (64-bit);POWERED ON;DS-Shared03;1;60;MGMT_NET;192.168.216.74;WEB_NET;10.22.116.74;STORAGE_NET;10.22.132.74
app05;esxi04.demo.test;2;6144;Red Hat Enterprise Linux 6 (64-bit);POWERED ON;DS-Shared04;1;60;MGMT_NET;192.168.216.97;WEB_NET;10.22.116.97;STORAGE_NET;10.22.132.97
app06;esxi05.demo.test;2;6144;Red Hat Enterprise Linux 6 (64-bit);POWERED ON;DS-Shared06;1;60;MGMT_NET;192.168.216.75;WEB_NET;10.22.116.75;STORAGE_NET;10.22.132.75
app07;esxi02.demo.test;2;6144;Red Hat Enterprise Linux 6 (64-bit);POWERED ON;DS-Shared04;1;60;MGMT_NET;192.168.216.100;WEB_NET;10.22.42.210;DB_NET;10.88.132.75
app08;esxi03.demo.test;4;16384;Red Hat Enterprise Linux 6 (64-bit);POWERED ON;DS-Shared02;1;40;MGMT_NET;192.168.40.213;IPSTORAGE_NET;10.22.190.201;DB_NET;10.88.132.76
app09;esxi02.demo.test;4;10240;Red Hat Enterprise Linux 6 (64-bit);POWERED ON;DS-Shared05;1;40;MGMT_NET;192.168.40.212;IPSTORAGE_NET;10.22.190.202;DB_NET;10.88.132.77
app10;esxi07.demo.test;2;8192;Microsoft Windows Server 2008 R2 (64-bit);POWERED ON;DS-Shared01;1;40;MGMT_NET;192.168.40.38;WEB_NET;10.22.246.101;DB_NET;10.88.132.78
app11;esxi05.demo.test;8;24576;Red Hat Enterprise Linux 5 (64-bit);POWERED ON;DS-Shared04;1;40;WEB_NET;10.22.26.3;MGMT_NET;192.168.246.3;IPSTORAGE_NET;10.22.190.3
app12;esxi01.demo.test;8;24576;Red Hat Enterprise Linux 5 (64-bit);POWERED ON;DS-Shared03;1;40;WEB_NET;10.22.26.2;MGMT_NET;192.168.246.2;IPSTORAGE_NET;10.22.190.2
app13;esxi01.demo.test;4;10240;Red Hat Enterprise Linux 5 (64-bit);POWERED ON;DS-Shared05;1;40;MGMT_NET;192.168.40.211;IPSTORAGE_NET;10.22.190.203;DB_NET;10.88.132.79
app14;esxi10.demo.test;4;10240;Red Hat Enterprise Linux 5 (64-bit);POWERED ON;DS-Shared05;1;40;WEB_NET;10.22.26.6;MGMT_NET;192.168.246.6;IPSTORAGE_NET;10.22.190.6
app15;esxi10.demo.test;8;24576;Red Hat Enterprise Linux 5 (64-bit);POWERED ON;DS-Shared05;1;40;WEB_NET;10.22.26.5;MGMT_NET;192.168.246.5;IPSTORAGE_NET;10.22.190.5
app16;esxi09.demo.test;8;24576;Red Hat Enterprise Linux 5 (64-bit);POWERED ON;DS-Shared05;1;40;WEB_NET;10.22.26.4;MGMT_NET;192.168.246.4;IPSTORAGE_NET;10.22.190.4
app17;esxi09.demo.test;8;24576;Red Hat Enterprise Linux 5 (64-bit);POWERED ON;DS-Shared03;1;40;WEB_NET;10.22.26.1;MGMT_NET;192.168.246.1;IPSTORAGE_NET;10.22.190.1
